track_id,artist_name,genres,lyrics,title
TRAAABD128F429CF47,The Box Tops,classic pop&rock,,Soul Deep
TRAAKNS12903CC5198,Robben Ford,jazz&blues,,I Got Over It (Album Version)
TRAAHZP12903CA25F4,Organized Konfusion,hip-hop,,Hate
TRAAPPQ128F14961F5,The B-52's,classic pop&rock,,Wig
TRAAJNM12903CF4750,James Hunter,jazz&blues,,Cowboy Ways
TRAAIDY128F92CA454,Hot Tuna,folk,,Candy Man
TRAAIGD12903CA2F3C,Rory Block,folk,,Three Is a Crowd
TRAAIAN12903CFF16D,Horace Andy,classic pop&rock,,Thank You Lord
TRAAIHL128F92E6DDA,Boyz II Men,soul&reggae,,On Bended Knee
TRAAMFG128F92FDEA2,Natalie Cole,jazz&blues,,Take A Look  (LP Version)
TRAAGJV128F1464090,Lesley Gore,classic pop&rock,,It's My Party
TRAAGNL128F4299BF1,Glen Campbell,classic pop&rock,,I'm Gone This Time
TRAAWUH128F427F12C,The Field Mice,classic pop&rock,,When Morning Comes To Town
TRAAUMN128F4273561,Soul Asylum,classic pop&rock,,Lies Of Hate
TRAAUSW128F426646E,Horace Andy,classic pop&rock,,Musical Episode
TRAAUGD128F42734DA,Tam Tam Go!,pop,,Spanish Shuffle (Album Version)
TRAABJV128F1460C49,Lionel Richie,soul&reggae,,Tonight Will Be Alright
TRAAZQW128F93430DC,Shawn Colvin,folk,,Another Long One
TRAAZGC12903CB5DFB,The Jeff Healey Band,classic pop&rock,,Hoochie Coochie Man
TRAAZIE128F427961E,Danny Wilson,classic pop&rock,,The Second Summer Of Love
TRAADOF12903CAA1C1,John Hammond,folk,,I Can't Be Satisfied
TRAADLX128F1469250,Loudon Wainwright III,folk,,Human Cannonball
TRAADNA128F9331246,Stevie Ray Vaughan,jazz&blues,,Crossfire
TRAADQX128F422B4CF,Casiotone For The Painfully Alone,dance&electronica,,Nashville Parthenon
TRAADHS12903CE70A9,Jacob Young,jazz&blues,,In A Subtle Way
TRAACPE128F421C1B9,Terry Callier,classic pop&rock,,Do You Finally Need A Friend
TRAYYGG128F1483C70,Shawn Colvin,folk,,These Four Walls
TRAYJOQ128F42AD10C,Dale Hawkins,classic pop&rock,,Wish I Hadn't Called Home
TRAYJLA128F4267A6A,The Chap,classic pop&rock,,They Have a Name
TRAYGYF128F930CA01,Solas,folk,,Clothes Of Sand
TRAYWVN128F42B972B,Terry Callier,classic pop&rock,,Holdin' On
TRAYTDZ128F93146E3,Stevie Ray Vaughan And Double Trouble,jazz&blues,,Mary Had A Little Lamb
TRAYEKM128F92FB049,Donna The Buffalo,folk,,Each & Every Direction
TRAYBNV128F92E272B,Jeff Beck,classic pop&rock,,Angel [Footsteps] (Album Version)
TRAYBNB12903CE2D9D,Cyril Pahinui,folk,,Mauna Loa (Vocal)
TRAYZLG128F92F3BCD,Mikey Dread,classic pop&rock,,Quest for Oneness
TRAYLOZ12903CF2EBA,Sharon Shannon_ Carol Keogh,folk,,Summer Sands (feat. Carol Keogh)
TRAYDJL128F145F261,Suzi Quatro,classic pop&rock,,Too Big
TRAYVNF128F42986EC,Dub Pistols feat. TK & JMS,dance&electronica,,Open (Koobas Koobatronmix)
TRAYVCS12903CE1ED8,Buju Banton,soul&reggae,,Excerpt Of A Speech By Marcus Mosiah Garvey
TRAKKTE128F934B0D9,THE CHIFFONS,classic pop&rock,,One Fine Day
TRAKKCL128F92FAE59,Livingston Taylor,folk,,Tell Jesus [To Come To My House]
TRAKKLW128F9317389,R. Carlos Nakai,folk,,In A Distant Place (World)
TRAKHFI128F1475133,Fontella Bass,classic pop&rock,,You've Lost That Lovin' Feelin'
TRAKPET128F92FD69F,Humble Pie,classic pop&rock,,Lonely No More
TRAKRXM128F4250E33,Bob Marley,soul&reggae,,Corner Stone
TRAKRQS128F4238518,Ayo,soul&reggae,,Welcome Into My World
TRAKRUY128F92FB943,R. Carlos Nakai,folk,,Canyon People (World)
TRAKGRM128F149DAFB,Robben Ford,jazz&blues,,The Champ
TRAKUNC128F147C549,Soul Asylum,classic pop&rock,,Freaks (Album Version)
TRAKBAS128F427F12A,The Field Mice,classic pop&rock,,Below The Stars
TRAKCAC128F146E773,Bob Marley & The Wailers,soul&reggae,,Cry On (Acoustic Demo)
TRAKCPH128F930F9CD,Johannes Linstead,folk,,Guayabera
TRAKVLY128F426E6AD,THE CHIFFONS,classic pop&rock,,Did You Ever Go Steady
TRAKVQI12903CB7343,Jackie Wilson,classic pop&rock,,I'm Wanderin'
TRAHKGQ128F1458CAB,Brand X,classic pop&rock,,Collapsar
TRAHHSV128F42374E3,John Stevens,jazz&blues,,I Only Have Eyes For You (Album Version)
TRAHPUC128F92D1EC3,Hot Tuna,folk,,Death Don't Have No Mercy
TRAHPKH128F423764D,Ben E. King,classic pop&rock,,You Made The Difference To My Life (LP Version)
TRAHSYA128F428143A,Screamin' Jay Hawkins,classic pop&rock,,I Put a Spell on You
TRAHFQG128F149892A,Terry Callier,classic pop&rock,,Satin Doll
TRAHFYH128F92CE223,Trivium,metal,,Shogun [with fade_ for special edition]
TRAHFSC128F92EACAB,The Chieftains,folk,,The Raggle Taggle Gypsy
TRAHXBP128F92E7528,Donna The Buffalo,folk,,Garden Of Eden
TRAHXZJ128F930C784,Seamus Egan,folk,,McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig)
TRAHGMV128F92CD444,Casiotone For The Painfully Alone,dance&electronica,,Town Topic (Instrumental)
TRAHGGH128F425529F,Vusi Mahlasela,folk,,Pata Pata
TRAHWNG128F932AFB7,Ayo,soul&reggae,,Down On My Knees
TRAHUCB128F930E732,Marisela,pop,,Un Amor En El Olvido
TRAHUWM128F42801C0,Keb' Mo',classic pop&rock,,I'm Amazing
TRAHOUO12903CB8F75,The Del McCoury Band,folk,,Rain Please Go Away
TRAHBWK12903D0044A,Burning Spear,classic pop&rock,,Walking In Dub
TRAHZOF12903CF3F75,Jacob Young,jazz&blues,,Print
TRAHZAL128F9323495,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,punk,,The Dance at The Gym
TRAHCRI128F4255C6E,Asleep At The Wheel,folk,,Let Me Go Home Whiskey
TRAHVZW128F146477A,Between The Buried And Me,metal,,Use Of A Weapon (Album Version)
TRAHVBF12903CB81F3,The Del McCoury Band,folk,,Gone But Not Forgotten
TRAHVVX128F4273BCC,The Flies,classic pop&rock,,All Too Human
TRAPADM128F92CD44E,Casiotone For The Painfully Alone,dance&electronica,,Bad People
TRAPKBI128F92F9D33,Tom Petty And The Heartbreakers,classic pop&rock,,Christmas All Over Again
TRAPHPB12903CFE973,Mikey Dread,classic pop&rock,,Livin in the Jungle
TRAPSHW128F14560A6,J.J. Cale,classic pop&rock,,Losers
TRAPIJO128EF3681CA,Simply Red,classic pop&rock,,A Song For You (Live)
TRAPRGZ12903CB7132,Johnny Nash,classic pop&rock,,I See God
TRAPNQA128F1498B56,Pat Metheny / Charlie Haden,jazz&blues,,Message To A Friend
TRAPUED128F92C5741,Grachan Moncur III,jazz&blues,,Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition)
TRAPZZJ12903CC5190,Robben Ford,jazz&blues,,Ain't Got Nothin' But The Blues (Album Version)
TRAPZAW128F930FEEF,The Waybacks,folk,,McHattie's Waltz
TRAPLYA128F14B065A,The Stooges,classic pop&rock,,Lost In The Future (False Start -#1)
TRAPLBK128F930FDB4,Boyz II Men,soul&reggae,,Motownphilly
TRAPDZK128F92F6527,Karan Casey,folk,,Sliabh Geal gCua
TRAPDQG128F93018C0,Becoming The Archetype,metal,,End Of The Age
TRAPCHT128F4239830,Trivium,metal,,The Deceived
TRAPCDF128F425C03E,Asleep At The Wheel,folk,,I Hate Christmas
TRASPAS128E078DFB3,Bob Marley & The Wailers,soul&reggae,,Smile Jamaica
TRASSJE128F427927A,Benga,soul&reggae,,Zero M2
TRASIVA128F933DB52,Boyz II Men,soul&reggae,,In My Life
TRASMYK12903CAA1B7,John Hammond,folk,,Southbound Blues
TRASMWP128F92CE9CE,Sam Baker,folk,,I Can't Break Away
TRASFAV128F93428A4,Loudon Wainwright III,folk,,Rowena
TRASFIH128F92F35EF,Sizzla,soul&reggae,,Care
TRASGQX128F932516C,The Robert Cray Band,classic pop&rock,,Phone Booth
TRASWVM12903CA5601,Beenie Man,soul&reggae,,Million Gal
TRASTIS128F92FA998,Eri Esittäjiä,classical,,Dawn
TRASOHB128F92D88B6,Johannes Linstead,folk,,Caja De Cerillas
TRASZML128F42358CD,Between The Buried And Me,metal,,Prequel To The Sequel (Album Version)
TRASZVC128F1485291,THE CHIFFONS,classic pop&rock,,The Heavenly Place
TRASCTM128F92F6F3A,Irma Thomas,classic pop&rock,,Hold Me While I Cry
TRAJHHJ128F4279625,Danny Wilson,classic pop&rock,,Never Gonna Be The Same
TRAJHCO128F42570C1,Beenie Man Featuring Janet Jackson,soul&reggae,,Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson)
TRAJHDR128F92FA863,Morgion,metal,,Basking Under a Blacksun Dawning
TRAJPCX12903CE8ACB,The Chap,classic pop&rock,,Gimme Legs
TRAJSCN12903D0CBAA,Enter the Haggis,folk,,Widow's Walk
TRAJSCW128F9335F78,The Chi-Lites,classic pop&rock,,Love Of My Life
TRAJSHB128F92FCC80,Stephen Marley / Damian Marley,soul&reggae,,The Traffic Jam
TRAJXNN128E078F945,Burning Spear,classic pop&rock,,Civilized Reggae
TRAJXYE128F92C9BD7,Jefferson Starship,classic pop&rock,,Let me fly
TRAJWGG12903CB81AF,The Del McCoury Band,folk,,Led By the Master's Hand
TRAJUXT128F932B03C,Buju Banton,soul&reggae,,Searching
TRAJTOI128F9335EEC,Beenie Man,soul&reggae,,Imagination
TRAJOLQ128EF346088,The Ruby Suns,classic pop&rock,,Function Of The Sun
TRAJBTZ12903CB818C,The Del McCoury Band,folk,,Asheville Turnaround
TRAJBSL128F428A021,Jim Reeves,classic pop&rock,,I Guess I'm Crazy
TRAJZXZ128F4285158,The Chieftains;Colin James,folk,,Cúnla/The Friar's Breeches
TRAJLOR128F428CCC9,Patti Smith,classic pop&rock,,Wing
TRAJDTK128F429FFDF,Jim Reeves,classic pop&rock,,I'd Like To Be
TRAJVOJ128F93135D3,Gene Chandler,classic pop&rock,,Rainbow '65 (part 2) - Live
TRAJVMY128F147BF78,Alvin Youngblood Hart,folk,,Ouachita Run (Album Version)
TRAIADF12903D0023E,Mikey Dread,classic pop&rock,,Hot Cross Bun
TRAIAUB12903CDFB3D,Bob Marley,soul&reggae,,Small Axe
TRAIYAT128F931FEA5,The Jets,punk,,Curiosity
TRAIHWC128F9331CF0,Sizzla,soul&reggae,,Love & Devotion
TRAIHSY128F1484AB6,Irma Thomas,classic pop&rock,,I'm Gonna Cry Til' My Tears Run Dry
TRAIJLI128F92FC94A,Stevie Ray Vaughan And Double Trouble,jazz&blues,,Mary Had A Little Lamb
TRAIINI128F426C8DD,Tam Tam Go!,pop,,Hypnotise The Cat
TRAIIHN128F42AA377,Vusi Mahlasela,folk,,Amdokwe
TRAIRVF128F932B0D6,Hermeto Pascoal,jazz&blues,,Little Cry For Him (Chorinho Pra Ele) (LP Version)
TRAIUSY12903CF0C92,Eluveitie,metal,,(Do)Minion
TRAIQNE128F423851B,Ayo,soul&reggae,,Life Is Real
TRAIQKO128F92E5970,Simply Red,classic pop&rock,,Maybe Someday...
TRAIQVJ128F93235B3,Robben Ford,jazz&blues,,Spoonful
TRAITOL128F148528B,THE CHIFFONS,classic pop&rock,,When Summer's Through
TRAIETL128F14B0696,The Stooges,classic pop&rock,,Studio Dialogue (#19)
TRAIDUU128F145B15D,Suzi Quatro,classic pop&rock,,Mama's Boy
TRAIVFK128F932C825,Eluveitie,metal,,A Girls Oath
TRAIVRV128F426D8A9,David Zinman;Pittsburgh Symphony Orchestra,classical,,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo
TRAIVLC12903CF3A0C,Steel Pulse,soul&reggae,,Ku Klux Klan
TRAIVMM12903CFAD62,Bob Marley,soul&reggae,,Lively Up Yourself
TRAIVMM128F4266056,Keb'Mo',classic pop&rock,,Anybody Seen My Girl
TRAMKPP128F92F6F0C,Irma Thomas,classic pop&rock,,I Gave You Everything
TRAMKKJ128F1463612,Burning Spear,classic pop&rock,,Tumble Down
TRAMPPQ128F92C2E36,Stevie Ray Vaughan And Double Trouble,jazz&blues,,Come On (Pt. III)
TRAMPCN12903CC4E5B,Big Mountain,classic pop&rock,,Where Do The Children Play? (LP Version)
TRAMGAZ128F148D4C3,J.J. Cale & Eric Clapton,classic pop&rock,,Sporting Life Blues (Album Version)
TRAMGJJ128F421487E,Lionel Richie,soul&reggae,,In My Dreams
TRAMWDI128F92FF678,Grizzly Bear,classic pop&rock,,Deep Blue Sea (Daniel Rossen home recording)
TRAMWIC128F92FCC79,Stephen Marley / Damian Marley,soul&reggae,,The Mission
TRAMNAO128F92FACF2,The Robert Cray Band,classic pop&rock,,Bad Influence
TRAMUOU12903CD599E,Natalie MacMaster,folk,,Father John Macleod's Jig
TRAMUYQ128F428CA58,Patti Smith,classic pop&rock,,Lo and Beholden
TRAMTTD128F42246F3,Gene Chandler,classic pop&rock,,Festival Of Love
TRAMEBP12903CD7EEA,Mink DeVille,classic pop&rock,,Heaven Stood Still
TRAMEQB128F42710BB,Pierre Boulez,classical,,"Pli Selon Pli (""fold according to fold"")/IV.  Improvisation sur Mallarmé III"
TRAMBYY12903CD7379,Big Star,classic pop&rock,,Till The End Of The Day (Alternate Mix)
TRAMBRA128F92D257A,The James Taylor Quartet,jazz&blues,,The Obsession
TRAMZVC128F92E0729,Red Stick Ramblers,folk,,Why_ Now Baby?
TRARKEH128F1463CB2,The Sensational Alex Harvey Band,classic pop&rock,,Delilah
TRARPCK128F92FEA7F,Grizzly Bear,classic pop&rock,,Little Brother
TRARPZT128F932AD66,Natalie Cole,jazz&blues,,The Gift
TRARJEK128F930B3AA,Stevie Ray Vaughan And Double Trouble,jazz&blues,,Couldn't Stand The Weather
TRARRER128F9328521,Brand X,classic pop&rock,,Liquid Time (composition by John Goodsall)
TRARXIQ128F9354D9C,ARRESTED DEVELOPMENT,classic pop&rock,,Since The Last Time
TRARXVP12903CF39FE,Steel Pulse,soul&reggae,,Role Model
TRARGZR128F92E28D6,Hot Tuna,folk,,Parchman Farm
TRARWSY128F92FE87E,Chris Clark,soul&reggae,,Gavel Obliterated
TRARNZV128F930CDFB,Alvin Youngblood Hart,folk,,Screamin' & Hollerin' The Blues
TRARNZA128F424EC6A,Bob Marley & The Wailers,soul&reggae,,Rainbow Country (Red Gold And Green Version)
TRARUFE128F92F5D21,R. Carlos Nakai,folk,,Blood Round Dance Song (World)
TRARQWJ128F92E9CCA,Little Feat,classic pop&rock,,Day Or Night [Live Album Version]
TRARTYI128F427E74C,The Chap,classic pop&rock,,Volumatic Spacer Device
TRARTGG128F424ABCD,Danny Wilson,classic pop&rock,,Get Happy
TRAREZN128F424E0FA,Plies,soul&reggae,,Goons Lurkin (Instrumental Album Version)
TRARBGR128F42264D1,Lesley Gore,classic pop&rock,,It's My Party
TRARVVB128F4264CEB,Alvin Youngblood Hart,folk,,Livin' In a Strain
TRAFAAS12903CF0BE2,Moonspell,metal,,Tired
TRAFJUT128F42358BC,Between The Buried And Me,metal,,Foam Born (A) The Backtrack (Album Version)
TRAFFSE128F429FB8D,Josh White,folk,,This Heart Of Mine
TRAFWGD128F422F352,Between The Buried And Me,metal,,Geek USA (Album Version)
TRAFNEI128F1458CAA,Brand X,classic pop&rock,,Hate Zone
TRAFUKW12903CD802A,Mink DeVille,classic pop&rock,,She's So Tough
TRAFCVI128C7196BE6,Steel Pulse,soul&reggae,,We Can Do It
TRAXHFE128F93065A9,Gregory Isaacs,classic pop&rock,,Out Deh
TRAXHFY128F932E4E7,Devanic,metal,,You Live_ You Die
TRAXHEX128F92D28D4,Pat Metheny,jazz&blues,,Letter from Home
TRAXPGM128F428BBA6,Natalie Cole,jazz&blues,,Don't Get Around Much Anymore
TRAXSWS128F4254E1A,ARRESTED DEVELOPMENT,classic pop&rock,,Natural (2002 Digital Remaster)
TRAXIPO128F14923B2,Carpenters,classic pop&rock,,An Old Fashioned Christmas
TRAXIES128F426C8F0,Tam Tam Go!,pop,,Belleza Pasajera
TRAXXJZ12903CF1731,Jackie Wilson,classic pop&rock,,Each Time (I Love You More)
TRAXXOL128F92E7529,Donna The Buffalo,folk,,Broken Record
TRAXNKL128F42AFD92,Soul Asylum,classic pop&rock,,Slowly Rising
TRAXULE128F9320132,Fontella Bass,classic pop&rock,,Rescue Me
TRAXUBG128F9332164,The Sonics,classic pop&rock,,Love Lights
TRAXOWL128F9343C95,Natalie Cole,jazz&blues,,Busted
TRAXBFN12903C9D50E,Sub Focus,dance&electronica,,Juno
TRAXCZO12903CB819D,The Del McCoury Band,folk,,She Can't Burn Me Now
TRAGYKT128F92F5D8A,Marisela,pop,,Loca (a/k/a Crazy) (Version Banda)
TRAGKQO128F92F0E10,James Carter,jazz&blues,,Strange Fruit
TRAGPEA128F422B47E,Casiotone For The Painfully Alone,dance&electronica,,Dying Batteries
TRAGPMR128F930C0D8,Humble Pie,classic pop&rock,,30 Days In The Hole (Live)
TRAGSOA128E078F934,Burning Spear,classic pop&rock,,It's A Long Way Around
TRAGFJM128F427E764,The Chap,classic pop&rock,,We Are Not Impartial
TRAGXBC128F148E5CC,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,classical,,1. Molto allegro con fuoco
TRAGGSJ128F42A5AE1,Ben E. King,classic pop&rock,,Let It Be Me
TRAGQLG128F9351109,Brian Eno And David Byrne,classic pop&rock,,The Jezebel Spirit
TRAGBMD128F429AB9D,Charlie Haden & Chris Anderson,jazz&blues,,Alone Together
TRAGLZM128F931C995,The B-52's,classic pop&rock,,Tell It Like It T-I-IS (Album Version)
TRAGCDN128F932855A,Brand X,classic pop&rock,,Zero Db (drum solo by Frank Katz)
TRAGCSY128F14546B1,The Stooges,classic pop&rock,,Not Right (Remastered LP Version)
TRAGVWF128F4230C95,Irma Thomas,classic pop&rock,,The Same Love That Made Me Laugh  [LP Version]
TRAWKXZ128F92FAD05,John Hammond,folk,,Preaching Blues (Up Jumped The Devil) (1978 Version)
TRAWHKB12903C9A7E6,Pat Metheny,jazz&blues,,Traveling Fast
TRAWHWM128F14A3AA7,Bobbie Gentry,classic pop&rock,,Miss Clara/Azusa Sue
TRAWHZE128F42AA354,Vusi Mahlasela,folk,,Miyela Afrika
TRAWHDG128F426C8E3,Tam Tam Go!,pop,,Better Ways
TRAWPQO128F14604D1,Bobbie Gentry,classic pop&rock,,Reunion
TRAWSTS128F147C316,The Robert Cray Band,classic pop&rock,,Far Away (Album Version)
TRAWIVY12903CF4A87,Dala,folk,,Alive
TRAWIFJ128F4259E47,Berlin,classic pop&rock,,Now It's My Turn (Aqualite Mix)
TRAWFLJ128F14B064D,The Stooges,classic pop&rock,,Down On The Street (False Start Take 2)
TRAWFZB128F92FFB99,Jefferson Starship,classic pop&rock,,Stairway To Cleveland
TRAWXXP128F92FE765,Steve Riley & The Mamou Playboys,folk,,Katherine
TRAWGYZ128F92C494B,Patti Smith Group,classic pop&rock,,Wave
TRAWNBV128F4279867,Johnny Nash,classic pop&rock,,Loving You
TRAWNOH128F4287513,Unkle Bob,pop,,What Do I Know
TRAWTLK12903CF4B2D,The Chi-Lites,classic pop&rock,,The Coldest Days Of My Life
TRAWOUA128F14AE2E7,Becoming The Archetype,metal,,Ex Nihilo
TRAWZLK128F930EC02,Marisela,pop,,Decidete
TRAWZYH128F422FE57,Jesus Jones,classic pop&rock,,All The Answers
TRAWVRY128F9344DA9,The Sonics,classic pop&rock,,Tall Cool One
TRANPWV128F9341281,Behemoth,metal,,He Who Breeds Pestilence
TRANSYV128F428A00C,Jim Reeves,classic pop&rock,,Mexican Joe
TRANMSR128F930C751,Seamus Egan,folk,,The Munster Cloak
TRANRLO128F92F3BE9,Mikey Dread,classic pop&rock,,Have you got a Minute to spare
TRANXOS12903CFAC35,Jesus Jones,classic pop&rock,,Real_ Real_ Real (BBC In Concert)
TRANXIR128F4255298,Vusi Mahlasela,folk,,Our Sand
TRANXBK128F9335042,Beenie Man,soul&reggae,,Once a Year
TRANUNR12903CE6E2E,Terry Callier,classic pop&rock,,Occasional Rain
TRANUEV128F4282392,Plies,soul&reggae,,I Am The Club (Explicit Album Version)
TRANTJK128F92E5935,Simply Red,classic pop&rock,,Fairground (+ Sample)
TRANEYV128F4269032,Keb' Mo',classic pop&rock,,I Am Your Mother Too
TRANEQB128F4284978,Mary Black,folk,,Katie
TRANEMQ128F42A10A8,Behemoth,metal,,No Sympathy For Fools
TRANBWB128F429FB03,Josh White,folk,,My Soul Is Gonna Live With God
TRANZDB12903CC55EF,Ben E. King,classic pop&rock,,Love Is Gonna Get You
TRANLHL12903CF88E5,Moonspell,metal,,Sacred
TRAUAMA128C71965E5,Burning Spear,classic pop&rock,,The Invasion (Aka Black Wa Da Da)
TRAUYRJ12903CE6C00,The Wiyos,folk,,Dontchaletmecatchya
TRAUKIZ128F4271C85,B.A.D.,classic pop&rock,,Chu Hsin
TRAUKNJ128F933A413,Johnny Nash,classic pop&rock,,There Are More Questions Than Answers
TRAUIHC128F427EEF9,Daniel Johnston,dance&electronica,,Oh No
TRAUMNH128F92FB67F,The Jeff Healey Band,classic pop&rock,,It Could All Get Blown Away
TRAUMHL128F930CFCB,Planxty,folk,,Junior Crehan's Favourite - Corney Is Coming
TRAUFRK128F147C548,Soul Asylum,classic pop&rock,,Don't It (make Your Troubles Seem Small) (Album Version)
TRAUFZY12903CD738A,Big Star,classic pop&rock,,Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]
TRAUNPM12903CB7CCC,Jefferson Starship,classic pop&rock,,Fading Lady Light
TRAUTXS128F932A629,The Chi Lites,classic pop&rock,,Toby
TRAUTPD128F92F1376,Simply Red,classic pop&rock,,Thrill Me
TRAUEWN128F932C32C,Casiotone For The Painfully Alone,dance&electronica,,White Jetta
TRAUBNN128F4298B31,Buju Banton,soul&reggae,,Destiny
TRAUZTB128F422730F,The Chi-Lites,classic pop&rock,,Intro
TRAULOO12903CF47B6,Moonspell,metal,,Alma Mater
TRAUCOY128F92FD6AC,Humble Pie,classic pop&rock,,Intro/Whatcha Gonna Do about It
TRAUCBH128F4275052,Daniel Johnston,dance&electronica,,To Go Home
TRAQYVG128F92FE7E1,Loudon Wainwright III,folk,,How Old Are You
